Year,TotalWeightedObservations,GMSL_noGIA,StdDevGMSL_noGIA,SmoothedGSML_noGIA,GMSL_GIA,StdDevGMSL_GIA,SmoothedGSML_GIA,SmoothedGSML_GIA_sigremoved,humidity,wind_speed,precipitation,temp_mean,temp_min,temp_max
2014,335000.81,25.08,86.65,23.6,30.19,86.5,28.72,30.49,0.82,1,0,4.5,-0.9,9.9
2014,335435.31,23.6,86.29,23.36,28.74,86.09,28.49,30.45,0.89,2.5,0.1,3.1,-1.3,7.4
2014,335904.81,22.85,87.09,22.77,28,86.95,27.92,30.11,0.85,6,0.22,5,-0.4,10.3
2014,336490.31,23.19,86.19,21.89,28.33,86.16,27.04,29.51,0.85,9.2,1.78,9.5,7.6,11.4
2014,336858.59,21.33,84.44,20.79,26.51,84.28,25.96,28.75,0.67,3.4,0,5.4,3.3,7.4
2014,334425.31,19.01,84.18,19.65,24.2,84.08,24.83,27.97,0.9,7,0.12,7.3,4,10.6
2014,334554.5,17.12,84.78,18.69,22.3,84.82,23.88,27.36,0.78,7.2,0.04,8.8,6.1,11.4
2014,335506.59,17.62,84.61,18.1,22.81,84.63,23.3,27.07,0.81,5.9,0.14,6.6,3.6,9.5
2014,334449.31,16.34,85.26,17.98,21.54,85.24,23.18,27.15,0.89,6.8,0.28,10.4,8.2,12.6
2014,335143.19,17.75,84.02,18.31,22.99,83.98,23.53,27.57,0.86,9,0.52,11.6,9.6,13.7
2014,335375.19,18.97,83.65,19.07,24.2,83.67,24.3,28.22,0.86,4.9,0.56,8.6,6.7,10.6
2014,332034.91,18.58,80.93,20.16,23.81,81.13,25.39,29,0.82,5.1,0.1,7.4,3.8,11.1
2014,333313.91,21.41,80.34,21.47,26.67,80.45,26.71,29.78,0.93,4.5,1.16,4.5,1.3,7.7
2014,334712,23.76,79.29,22.89,29,79.48,28.13,30.47,0.9,4.5,0.1,4.6,3.8,5.5
2014,333016.19,24.93,80.02,24.31,30.17,80.14,29.55,30.97,0.65,3.6,0,3.8,-1.1,8.8
2014,330122.31,24.11,81.89,25.68,29.34,82.11,30.93,31.3,0.72,4.4,0,4.8,-0.6,10.1
2014,330136.5,27.78,82.29,26.97,33.03,82.72,32.23,31.48,0.82,3.1,0,5.8,0.4,11.2
2014,330758.31,29.21,83.24,28.08,34.49,83.76,33.34,31.47,0.87,4.2,0.08,6,0.6,11.5
2014,328850.81,29.96,84.31,28.93,35.24,84.79,34.2,31.27,0.91,3.4,0.04,10.9,8.4,13.4
2014,327962.31,29.47,85.76,29.52,34.74,86.29,34.8,30.95,0.84,1.9,0.02,9.7,3,16.4
2014,328248.59,30.57,87.45,29.98,35.86,88.04,35.26,30.69,0.84,3.1,0,9.2,3.8,14.5
2014,330430.31,28.52,87.14,30.41,33.81,87.7,35.7,30.65,0.8,2.6,0.02,6.6,0.1,13.1
2014,329976.41,30.65,86.78,30.78,35.95,87.24,36.07,30.81,0.83,2.6,0.14,8,1.5,14.4
2014,330350.59,33.92,87.53,30.88,39.2,88.09,36.18,30.96,0.87,3,0.16,9.9,7.6,12.2
2014,330390.19,32.82,86.8,30.55,38.14,87.3,35.85,30.93,0.74,4,0,13.8,6.3,21.4
2014,332346.81,29.08,88.31,29.84,34.41,88.78,35.15,30.74,0.85,4.4,1.34,11.4,7.7,15.2
2014,333215.59,28.6,88.56,29.1,33.9,89.07,34.41,30.66,0.86,3.8,0.4,10.1,6.5,13.7
2014,335835.81,24.97,87.27,28.64,30.3,87.75,33.96,30.98,0.79,2.6,0.18,10.5,6.4,14.6
2014,337941.09,27.33,84.77,28.51,32.66,85.3,33.83,31.66,0.77,4.1,0.52,12.2,9.4,14.9
2014,336062.81,33.35,84.4,28.43,38.69,84.69,33.77,32.4,0.93,7.8,2.14,10.6,8.3,12.9
2014,304121.91,29.55,83.97,28.23,34.88,84.33,33.57,32.93,0.87,9.2,0.02,13.6,11.5,15.6
2015,337190,23.96,84.49,27.99,29.32,84.7,33.33,33.32,0.87,6.6,0,13.7,12.2,15.2
2015,336854.31,27.07,85.42,28.02,32.39,85.66,33.36,33.87,0.9,4.6,0.24,13.6,11.5,15.6
2015,334113.59,27.29,83.44,28.46,32.65,83.61,33.81,34.73,0.87,2.5,0,11.1,7.1,15.1
2015,338621.59,30.36,85.85,29.2,35.72,86.11,34.55,35.77,0.83,3,0.02,9.2,5.3,13.2
2015,338376.5,29.39,87.66,29.92,34.74,87.73,35.28,36.73,0.68,4.9,0,6.5,0.9,12.1
2015,336726.19,33.18,87.58,30.36,38.54,87.71,35.73,37.36,0.68,4.2,0,5.6,0.6,10.7
2015,333421.81,31.49,86.29,30.45,36.86,86.37,35.83,37.64,0.66,3.4,0,6.4,-0.2,12.9
2015,335135.59,28.94,88.54,30.3,34.3,88.6,35.69,37.69,0.68,6,0,6.9,3.2,10.6
2015,330404.41,29.03,90.09,30.08,34.47,90.12,35.48,37.72,0.67,5,0,7.3,0.3,14.3
2015,336405.59,31.02,90.51,29.86,36.43,90.6,35.27,37.8,0.6,3.2,0,9,1.5,16.4
2015,336179.09,29.89,90.77,29.58,35.32,90.78,35,37.85,0.65,2.6,0,10.8,4.7,16.8
2015,334561.91,29.7,90.42,29.18,35.11,90.41,34.62,37.82,0.87,2.2,0.02,9.2,4.4,13.9
2015,331109.69,29.28,88.85,28.76,34.75,88.78,34.2,37.74,0.66,2.2,0,12.2,5.4,18.9
2015,335113.91,27.02,89.37,28.55,32.49,89.43,34,37.82,0.58,3.2,0,13.4,6.6,20.1
2015,335327.31,25.5,89.77,28.82,30.94,89.94,34.27,38.27,0.57,3.9,0,13.1,8.9,17.3
2015,333075.09,29.08,90.63,29.67,34.52,90.64,35.13,39.16,0.72,4,0.74,13.2,8.3,18.1
2015,335841.31,31.15,91.24,30.98,36.6,91.22,36.44,40.32,0.89,2,0.02,10.8,8,13.5
2015,332419.09,32.88,89.38,32.49,38.34,89.62,37.95,41.47,0.54,8,0,9.8,4.6,15
2015,333603.31,34.56,90.36,33.98,40.01,90.6,39.46,42.41,0.73,6.1,0.92,7.3,5.8,8.8
2015,333000.19,34.99,91.49,35.38,40.49,91.86,40.87,43.04,0.58,6.1,0.02,10.4,5.6,15.3
2015,330459.09,37.38,90.93,36.67,42.91,91.31,42.18,43.41,0.49,6.8,0,9,4.2,13.8
2015,331522.41,37.95,94.6,37.93,43.48,95.01,43.45,43.61,0.58,7.2,0.04,8.8,4.7,12.8
2015,332274.91,39.06,96.73,39.24,44.62,97.4,44.78,43.81,0.74,5.6,0.18,7.8,4.6,11.1
2015,331631,37.85,98.28,40.64,43.4,98.86,46.18,44.1,0.64,5.9,0,10.2,7,13.5
2015,327617.59,44.61,98.4,42.03,50.15,98.99,47.57,44.45,0.7,4.5,0,8.4,6.4,10.4
2015,330305.91,44.9,102.42,43.21,50.44,103.01,48.76,44.76,0.76,1.8,0,7,3,10.9
2015,333204.81,44.15,100.52,44.09,49.69,101.06,49.63,44.95,0.84,1.6,0.26,9.4,5.1,13.7
2015,330686.09,44.36,102.44,44.67,49.92,103.04,50.22,45.11,0.74,1.6,0.02,8.2,0.9,15.4
2015,330283.91,45.31,105.73,45.02,50.85,106.3,50.57,45.3,0.66,2.9,0.02,9.9,3.5,16.3
2015,330373.59,45.61,106.25,45.09,51.16,106.8,50.64,45.46,0.74,3.1,0.02,10.1,4.9,15.3
2015,326340.69,47.77,107.1,44.79,53.32,107.63,50.35,45.51,0.71,2.5,0,9.2,3.3,15.1
2015,331748.31,44.24,106.84,44.11,49.8,107.34,49.66,45.36,0.68,2.8,0,10,3.6,16.3
2015,333401.59,40.99,104.88,43.13,46.54,105.4,48.69,45.08,0.63,3.1,0,10.8,3.3,18.4
2015,335445.19,44.29,104.78,41.96,49.86,105.26,47.52,44.7,0.62,1.8,0,13.6,6.1,21.1
2015,334989.5,41.5,104.33,40.67,47.06,104.88,46.24,44.23,0.79,2.9,0.02,13.4,7.7,19.2
2015,334453.5,38.4,102.72,39.48,43.97,103.04,45.05,43.82,0.76,2,0,15.8,8.4,23.2
2015,336700.81,36.44,100.86,38.67,42.02,101.18,44.24,43.73,0.74,2.4,0,16.2,8.7,23.8
2016,334690.41,34.63,99.75,38.42,40.19,100.02,43.99,44.09,0.86,5.1,0.12,11.2,8.2,14.2
2016,333024.09,39.95,102.17,38.6,45.52,102.27,44.18,44.78,0.7,4.6,0,9.4,3.6,15.2
2016,335720.5,42.48,99.87,38.92,48.07,100.03,44.5,45.48,0.76,7.4,0.06,11.8,6.2,17.4
2016,334459.09,36.9,98.31,39.11,42.46,98.51,44.7,45.97,0.65,6.9,0,11.5,7.7,15.3
2016,337325.5,39.92,95.35,39.13,45.51,95.5,44.73,46.21,0.74,7.4,0.32,12.8,6.6,18.9
2016,335349.19,38.89,95.4,39.05,44.52,95.59,44.67,46.33,0.84,4.5,0.66,12.2,9.3,15.2
2016,333800.41,39.24,96.2,38.9,44.89,96.36,44.53,46.37,0.78,2.9,0.02,9.8,4.8,14.7
2016,334894.81,38.05,96.87,38.6,43.69,96.89,44.24,46.28,0.79,2.9,0.1,9.4,3,15.9
2016,320305.69,40.67,94.97,38.02,46.31,94.89,43.67,45.95,0.8,2.4,0.16,8.2,2.7,13.7
2016,335285.81,37.36,96.32,37.09,43.01,96.17,42.75,45.33,0.71,3.4,0,7.2,2,12.5
2016,333729,36.6,95.47,35.88,42.27,95.37,41.55,44.46,0.78,2.9,0,7.5,1.4,13.6
2016,334207.19,33.67,93.67,34.6,39.36,93.62,40.27,43.53,0.67,4,0,12,5.3,18.8
2016,331491.69,32.76,93.57,33.54,38.44,93.48,39.22,42.81,0.71,4,0,15.5,8.9,22.1
2016,335193.69,30.95,92.86,32.95,36.63,92.78,38.63,42.48,0.89,2.9,0.06,14.6,13,16.1
2016,335428.91,30.73,92.79,32.94,36.44,92.8,38.64,42.65,0.97,3.5,2.24,11,10.4,11.6
2016,334297.81,33.78,92.81,33.41,39.44,92.74,39.11,43.13,0.86,3.4,0.28,13.6,10.4,16.8
2016,330096.09,34.22,90.95,34.08,39.94,90.92,39.8,43.64,0.75,2.6,0,13,8.3,17.8
2016,333768.69,36.27,90.22,34.69,42.04,90.34,40.42,43.87,0.71,5.9,0.38,15.7,8.4,23
2016,334806.31,35.35,90.1,35.05,41.08,90.16,40.79,43.64,0.79,5.5,0.1,13.4,9.1,17.8
2016,333152.31,35.45,87.79,35.18,41.19,88.01,40.92,42.97,0.7,2.2,0,14.4,5.5,23.3
2016,332100.81,35.7,86.71,35.22,41.46,87.07,40.97,42.06,0.6,4.4,0,19.2,10.2,28.1
2016,332246.09,33.93,87.21,35.4,39.68,87.43,41.16,41.18,0.78,4.4,0.36,18.3,12.8,23.8
2016,332720.59,34.49,86.95,35.94,40.26,87.22,41.7,40.59,0.74,3.8,0.06,14.8,10.7,18.9
2016,330041.41,34.56,88.24,36.87,40.34,88.56,42.64,40.42,0.88,3.4,0.14,14.1,9.5,18.7
2016,328624.91,39.43,88.16,37.97,45.21,88.7,43.75,40.52,0.75,3.6,0.28,18.3,13.2,23.4
2016,332029.31,41.82,87.74,38.88,47.6,88.24,44.67,40.58,0.75,3.9,0.92,18.1,12.8,23.4
2016,331803.41,40.84,86.87,39.41,46.64,87.49,45.2,40.46,0.83,5,0.02,14,11.7,16.2
2016,332695.31,38.4,88.32,39.66,44.19,88.83,45.45,40.31,0.76,3.5,0.12,13.6,8.7,18.5
2016,331410.31,37.88,89.66,39.91,43.68,90.02,45.7,40.42,0.79,5.6,0.3,13.8,9.4,18.1
2016,333592.91,40.51,88.82,40.34,46.28,89.24,46.13,40.98,0.67,5.4,0.26,13.8,9.8,17.9
2016,330627.09,41.62,86.87,40.88,47.43,87.37,46.68,41.89,0.78,7.1,0.12,13.2,10.2,16.3
2016,332690.41,41.19,87.2,41.33,46.99,87.63,47.14,42.91,0.86,4,1.08,11.1,8.2,14
2016,333007.41,42.46,85.36,41.41,48.28,85.66,47.22,43.69,0.89,4.6,0.54,11.8,8.2,15.4
2016,336391.59,44.82,84.89,40.95,50.64,85.11,46.76,44.02,0.74,3,0.02,12,7,17.1
2016,288720.19,40.12,83.04,39.95,45.94,83.25,45.76,43.82,0.7,1.9,0,13.4,6.2,20.6
2016,336655.09,37.37,81.66,38.63,43.17,81.95,44.45,43.29,0.68,4.4,0,15.8,8.8,22.8
2016,337650.19,36.7,80.92,37.31,42.51,81.12,43.13,42.68,0.62,4.8,0,18.9,11.3,26.5
2017,338866.91,35.38,79.24,36.16,41.22,79.37,41.99,42.14,0.62,2.2,0.04,20,12.1,28
2017,337184.31,35.75,80.55,35.24,41.58,80.51,41.07,41.71,0.82,2.9,0,19.7,17.1,22.3
2017,334827.59,33.94,81.16,34.55,39.77,81.15,40.38,41.39,0.86,2.4,2.08,16,13,19.1
2017,335657.59,33.18,81.38,34.12,39.02,81.27,39.96,41.25,0.93,4.5,0.54,13.6,12.9,14.4
2017,334209.91,32.62,83.64,33.99,38.46,83.64,39.84,41.34,0.76,3.9,0,12.5,7.8,17.1
2017,335132.41,34.62,82.1,34.12,40.48,82.05,39.98,41.66,0.75,5.5,0.14,15,10.7,19.3
2017,337975.19,34.02,84.14,34.42,39.91,83.97,40.29,42.15,0.77,4.4,0,14.8,10.8,18.9
2017,334012.69,34.74,86.68,34.74,40.62,86.5,40.62,42.68,0.86,4.5,0.22,14.1,11,17.2
2017,334131.81,35.83,87.94,34.9,41.7,87.69,40.79,43.1,0.75,5.6,0.08,13.8,9.2,18.5
2017,333976.5,36.48,87.69,34.8,42.37,87.5,40.7,43.31,0.78,5.4,0,15.2,11.7,18.6
2017,335021.19,33.99,85.85,34.43,39.92,85.72,40.34,43.29,0.78,4.4,0,17,12.4,21.6
2017,332204.5,34.36,85.64,33.88,40.3,85.58,39.8,43.1,0.8,3.4,0,17.9,12.8,23
2017,334962.81,32.6,84.18,33.32,38.53,84.14,39.25,42.87,0.71,5,0.02,22.2,12.4,32.1
2017,338223.19,33.03,82.97,32.94,38.99,83.01,38.88,42.76,0.77,1.9,0,19.6,15.5,23.7
2017,336082.81,30.03,82.17,32.87,35.98,82.17,38.81,42.83,0.72,1.9,0,21.5,13.6,29.4
2017,334854.59,33.44,83.9,33.12,39.35,83.9,39.06,43.07,0.67,2.1,0,26,18.8,33.1
2017,332966,34.21,83.27,33.6,40.15,83.34,39.54,43.34,0.79,3.9,0.02,22.2,20.1,24.4
2017,334922.41,34.27,82.66,34.23,40.2,83.08,40.19,43.57,0.77,3.8,0.36,19.8,15,24.6
2017,334259.41,33.98,83.07,35.07,39.97,83.74,41.04,43.79,0.87,2.5,0,18.4,15.6,21.2
2017,335723.09,34.51,82.41,36.19,40.5,82.96,42.17,44.1,0.74,2.2,0,20.5,14.8,26.2
2017,333067.69,36.75,81.64,37.58,42.74,82.02,43.57,44.51,0.64,2.2,0,19.4,11.6,27.2
2017,331892.19,41.25,83.52,39.09,47.24,83.99,45.1,44.95,0.7,2.8,0,18.8,13.1,24.6
2017,331245.5,40.64,83.46,40.56,46.67,84.01,46.57,45.29,0.59,3.4,0,17.6,11.4,23.9
2017,331393.41,41.11,85.58,41.87,47.14,86.26,47.89,45.51,0.57,2.6,0,17.4,9.9,24.9
2017,327393,43.65,85.68,42.95,49.65,86.43,48.97,45.59,0.6,2.1,0,19.4,12.3,26.5
2017,332461.19,45.69,86.42,43.69,51.74,87.07,49.72,45.51,0.66,2.9,0,17.6,11.4,23.7
2017,333942.19,45.5,86.53,44.07,51.54,87.08,50.1,45.28,0.6,3,0,14.2,7.3,21.2
2017,332054.31,43.21,87.27,44.21,49.26,87.87,50.25,45.07,0.59,1.9,0,14.6,6.5,22.7
2017,334092.81,43.24,88.83,44.34,49.27,89.34,50.38,45.11,0.63,3,0,16.2,9.2,23.3
2017,331952.59,44.23,88.79,44.62,50.29,89.33,50.66,45.55,0.83,5.4,0.12,14.9,11.5,18.3
2017,332355.81,44.62,88.32,45.01,50.65,88.78,51.06,46.35,0.72,6,0.24,15.6,11.8,19.5
2017,334381.09,47.07,85.92,45.35,53.12,86.48,51.39,47.27,0.81,6.5,0.4,17.4,13.7,21.1
2017,336211.81,45.59,85.39,45.42,51.62,85.81,51.46,48.07,0.69,3.2,0,16,9.6,22.3
2017,337266,46.88,86.41,45.07,52.92,86.8,51.12,48.52,0.92,3.8,1.18,12.6,9.8,15.4
2017,335368.81,44.89,86.11,44.3,50.97,86.39,50.35,48.56,0.82,3.1,0,16.2,14,18.5
2017,338062,44.2,85.46,43.23,50.26,85.74,49.29,48.27,0.76,1.9,0.02,16.6,11.2,21.9
2017,338978.81,40.6,84.31,42.12,46.67,84.67,48.18,47.85,0.69,2.6,0.04,18.8,10.1,27.4
2018,336941.31,39.95,83.78,41.21,46.01,84.14,47.28,47.53,0.83,4.4,0.48,17.7,15.1,20.3
2018,338088.69,39.59,82.29,40.63,45.65,82.55,46.71,47.43,0.77,3.8,0.06,16.5,12.6,20.4
2018,339741.69,40.12,83.17,40.29,46.21,83.27,46.38,47.45,0.68,2.1,0,15.8,9.6,22
2018,336565.31,41.96,85.31,40.02,48.08,85.37,46.12,47.46,0.84,2.2,0.46,16.6,12.4,20.9
2018,336388.5,39.78,85.76,39.72,45.87,85.86,45.82,47.36,0.67,5.2,0,17.4,12.8,22.1
2018,336373.91,37,84.67,39.34,43.12,84.63,45.46,47.17,0.58,4,0,16.2,8.8,23.5
2018,336353.91,40.47,85.36,38.88,46.57,85.1,45,46.9,0.58,4.9,0,18.4,10.4,26.4
2018,337489,40.35,86.28,38.27,46.48,85.95,44.4,46.51,0.57,4.2,0,21.2,15.1,27.2
2018,337129.09,37.06,85.06,37.57,43.22,84.77,43.72,46.09,0.66,3.1,0,19.6,12.4,26.8
2018,333545.31,34.61,85.26,36.96,40.77,84.91,43.12,45.79,0.6,2.9,0,20,12.6,27.4
2018,336316.19,36.08,84.43,36.61,42.25,84.22,42.78,45.8,0.5,3.8,0,20.4,13.2,27.5
2018,336736.09,36.26,83.12,36.59,42.44,82.92,42.76,46.12,0.5,2.9,0,21.6,12.5,30.8
2018,336474.31,37.2,80.98,36.78,43.39,80.75,42.97,46.65,0.6,3.4,0,17.6,11.2,24.1
2018,333804.69,36.83,80.63,37.09,43.02,80.56,43.28,47.2,0.54,2.8,0,18.5,10.9,26.1
2018,336878.69,36.66,80,37.43,42.85,79.96,43.63,47.66,0.59,3.9,0,19.3,11.1,27.5
2018,335058,39,80.81,37.77,45.21,80.59,43.97,47.96,0.68,4,0,20,15.5,24.5
2018,335455.09,38.54,80.74,38.11,44.73,80.64,44.32,48.06,0.67,2.8,0,19.6,14.3,25
2018,335033.19,37.14,80.21,38.58,43.37,80.42,44.79,48.07,0.77,2,0,21.4,17.5,25.2
2018,335758.59,37.32,79.75,39.3,43.54,80.06,45.5,48.11,0.6,2.2,0,23.2,14.7,31.8
2018,331353.59,40.56,81.44,40.27,46.74,81.62,46.48,48.23,0.61,2.5,0,24.9,16.5,33.3
2018,330656.91,42.77,83.73,41.41,48.94,83.95,47.62,48.36,0.62,2.4,0,25.1,17.2,33
2018,332224.09,42.05,84.23,42.63,48.27,84.4,48.85,48.49,0.91,1.9,0.8,19.2,18.6,19.9
2018,332500,43.02,86.81,43.95,49.28,87.25,50.19,48.7,0.76,4.1,0.08,18.7,14.8,22.6
2018,331577.59,44.54,86.44,45.43,50.8,87.12,51.69,49.11,0.75,3.6,0.36,15.6,8.6,22.6
2018,331287.09,46.94,87.33,47.03,53.22,87.95,53.29,49.74,0.88,4.9,0.34,16.6,14,19.1
2018,329972.5,50.44,91.59,48.54,56.7,92.1,54.81,50.47,0.79,4,0.08,17.8,13.3,22.4
2018,330651,49.62,91.34,49.78,55.9,91.91,56.05,51.14,0.78,2.9,0.1,18.1,12.2,24
2018,328741.59,53.01,92.52,50.58,59.28,93.14,56.86,51.64,0.74,2.1,0.12,18,12,23.9
2018,329731,50.85,92.99,50.91,57.15,93.6,57.19,51.93,0.77,3.6,0.04,19.5,14.6,24.4
2018,331318.69,51.25,92.64,50.74,57.53,93.04,57.02,51.97,0.76,3.1,0,19.1,13.1,25.1
2018,332168.5,52.56,94.06,50.09,58.85,94.52,56.37,51.76,0.75,3.4,0.38,19.4,14.6,24.1
2018,334528.69,49.67,94.12,49.03,55.92,94.63,55.3,51.31,0.8,5.6,0.22,17.9,13.9,21.9
2018,333044.19,47.06,92.44,47.76,53.34,92.95,54.04,50.79,0.92,5,0.8,14.4,11.9,16.9
2018,333385.19,44.9,91.67,46.55,51.18,92.03,52.83,50.39,0.84,4.4,0.1,16.9,12.7,21.1
2018,336017.69,45.52,88.89,45.59,51.8,89.17,51.88,50.24,0.82,3.5,0.04,17.4,13.5,21.2
2018,337189.81,44.56,87.44,44.99,50.85,87.56,51.29,50.41,0.7,1.5,0,17.8,10.1,25.5
2018,337943.31,43.75,86.01,44.77,50.06,85.98,51.07,50.86,0.63,3.2,0,20.4,12.1,28.6
2019,336037.91,42.37,86.55,44.87,48.69,86.64,51.18,51.53,0.63,2,0,22.3,13.9,30.7
2019,337714.09,47.83,85.82,45.15,54.14,85.91,51.47,52.26,0.7,1.4,0.02,22.6,15,30.3
2019,335228.41,44.84,85.71,45.42,51.17,85.69,51.75,52.88,0.63,1.6,0,24.7,16.6,32.7
2019,336952.19,47,86.74,45.54,53.34,86.6,51.88,53.26,0.79,2,0,22,16.7,27.4
2019,334953.69,45.12,87.11,45.53,51.45,86.9,51.87,53.44,0.8,1.8,0.34,22.4,17.9,26.9
2019,62573.7,44.49,89.8,45.45,50.8,89.65,51.81,53.56,0.81,3,0.04,19.8,16.7,23
2019,254010,45.21,88.17,45.33,51.65,88,51.7,53.63,0.75,2,0,17.2,10.3,24
2019,335971.91,47.51,88.27,45.1,53.88,88.09,51.49,53.64,0.63,3.9,0,19,13.7,24.3
2019,333573.59,44.71,88.18,44.76,51.1,88.11,51.16,53.58,0.64,3,0,19.6,14.3,24.9
2019,151972,43.38,87.62,44.46,49.86,87.53,50.88,53.62,0.62,2.4,0,18.2,10.6,25.7
2019,334290.09,41.59,86.85,44.37,47.98,86.65,50.79,53.87,0.7,4.1,1.26,18.7,14,23.4
2019,335691.59,45.38,87.78,44.51,51.78,87.58,50.94,54.37,0.94,2.5,0.54,16.8,15.1,18.4
2019,333596.59,46.49,86.39,44.73,52.94,86.24,51.16,54.89,0.97,1.8,0.92,17.5,16.8,18.2
2019,332971.69,44.93,84.34,44.92,51.39,84.18,51.35,55.3,0.96,3.1,0.06,17.6,15.8,19.4
2019,334157.41,43.87,83.32,45.11,50.32,83.24,51.55,55.59,0.87,2.4,0,18.4,15.4,21.4
2019,336459.41,44.22,83.03,45.42,50.66,83.2,51.85,55.8,0.8,1.4,0,20.5,16.5,24.5
2019,335418.69,46.97,82.34,45.9,53.38,82.52,52.34,56.01,0.76,3.1,0,17.8,12.7,22.9
2019,333435.09,46.13,82.81,46.56,52.54,82.85,52.99,56.16,0.65,5.1,0,16.8,11.6,22
2019,331858,46.27,82.49,47.38,52.71,82.7,53.82,56.28,0.73,3.8,0,17,10.8,23.2
2019,331109.19,48.75,84.03,48.43,55.19,84.44,54.87,56.44,0.78,1.9,0,18.8,13.1,24.6
2019,331954.91,48.6,84.92,49.76,55.07,85.57,56.21,56.75,0.77,3.5,0,18,13.3,22.8
2019,332840.31,49.59,83.69,51.36,56.06,84.27,57.82,57.24,0.78,2.6,0,16.4,11.1,21.7
2019,331661.81,53.93,84.73,53.07,60.4,85.25,59.53,57.82,0.8,3.1,0.02,16.4,10.1,22.7
2019,331830.31,57.01,88.33,54.6,63.47,88.9,61.06,58.29,0.79,3.6,0,18.6,14.3,22.9
2019,329798.41,56.05,90.28,55.69,62.5,90.75,62.17,58.45,0.79,3.2,0.52,17.8,14.5,21.1
2019,331294.31,57.92,92.66,56.24,64.39,93.22,62.72,58.25,0.78,5.5,0.34,17.5,13.9,21.1
2019,330884.19,57.54,91.05,56.26,64.03,91.63,62.75,57.76,0.76,1.9,0.02,16,10.6,21.3
2019,329614.81,55.23,91.88,55.9,61.74,92.48,62.4,57.15,0.66,3.1,0,16,10.3,21.6
2019,330671,56.46,92.05,55.38,63,92.57,61.89,56.65,0.81,4,0,15.9,12.1,19.7
2019,330003.41,53.68,92.21,54.91,60.2,92.95,61.43,56.45,0.59,4.6,0,18,11.5,24.5
2019,333394.41,52.14,91.71,54.6,58.69,92.43,61.13,56.63,0.58,5.2,0,17.8,10.6,24.9
2019,332535.81,56.25,91.96,54.38,62.77,92.6,60.92,57.06,0.65,4.5,0,17,12,21.9
2019,334926.81,55.51,93.3,54.01,62.05,93.74,60.55,57.45,0.56,5.6,0,16.6,9.9,23.3
2019,334424.09,53.87,92.09,53.28,60.42,92.59,59.81,57.52,0.61,4.8,0,17,9.3,24.7
2019,335822.31,53.68,90.97,52.12,60.2,91.4,58.65,57.16,0.74,2.8,2.14,18.6,10.3,27
2019,336779.41,50.08,90.45,50.64,56.6,90.76,57.18,56.43,0.89,1.6,0.04,20,15.7,24.3
2019,336604.81,49.47,88.08,49.05,56.03,88.19,55.6,55.5,0.77,3.1,0,18.5,13.5,23.5
2020,336303.19,46.46,88.03,47.59,53.01,88.2,54.16,54.6,0.62,4.2,0,17,11.9,22
2020,335829.81,44.51,88.12,46.46,51.06,88.26,53.05,53.91,0.71,3.9,0,14.5,10,19
2020,201531.91,46.87,86.69,45.81,53.47,86.67,52.42,53.6,0.71,4.2,0,13.2,8,18.3
2020,36361,41.22,89.08,45.65,48.01,89.13,52.27,53.69,0.67,4.1,0,10.6,6.5,14.8
2020,335362.91,47.37,87.59,45.87,53.94,87.57,52.5,54.1,0.68,2.9,0,10.2,2.7,17.6
2020,335420.41,46.34,87.69,46.21,52.96,87.63,52.84,54.62,0.82,2.9,0.02,11.7,6.3,17.1
2020,335366.5,48.66,88.31,46.42,55.28,88.15,53.05,55.02,0.76,1.9,0,11.5,5.2,17.9
2020,334562.31,45.78,89.37,46.42,52.4,89.21,53.05,55.25,0.7,3.9,0,13.8,6.5,21.1
2020,335676.91,46.52,89.3,46.29,53.15,89.04,52.93,55.4,0.64,4.2,0,13.9,6.1,21.7
2020,333824.59,45.7,88.04,46.27,52.36,87.89,52.91,55.7,0.68,2.9,0,14.3,5.3,23.3
2020,334993.41,43.82,86.22,46.5,50.47,86.02,53.15,56.29,0.73,2.2,0,15.2,7.8,22.5
2020,335258.81,47.17,84.44,46.9,53.81,84.23,53.56,57.04,0.86,1.5,0.08,16.9,12.6,21.2
2020,335997.59,49.84,86.47,47.25,56.5,86.09,53.91,57.68,0.94,1.9,0.66,16.5,14.3,18.7
2020,337068.09,48.67,85.49,47.31,55.32,85.2,53.98,57.95,0.76,2.8,0,15.2,10.7,19.6
2020,334914.41,46.33,87.17,47.07,53.02,86.98,53.76,57.8,0.73,1.6,0.02,13.2,7.4,19
2020,336540.09,47.26,84.29,46.75,53.95,84.23,53.45,57.38,0.82,3,0,12.5,5.8,19.3
2020,219988.3,44.15,82.7,46.64,50.91,82.75,53.35,56.96,0.72,3,0.02,10.7,4.6,16.8
2020,335779.41,45.89,83.12,46.92,52.59,83.34,53.63,56.71,0.76,4.2,0,11,3.9,18.1
2020,333445.5,47.19,81.75,47.59,53.88,82,54.3,56.65,0.82,4.6,0.5,12.8,7.5,18.1
2020,333843.41,48.94,82.78,48.51,55.65,83,55.23,56.67,0.88,3.1,0,15.2,12.3,18
2020,333473.59,49.79,84.49,49.55,56.51,84.78,56.27,56.66,0.81,1.4,0.02,12.6,7,18.1
2020,334379.91,50.71,86.39,50.66,57.44,86.92,57.39,56.67,0.75,4.1,0,14.2,11.4,16.9
2020,330607,49.87,85.62,51.88,56.61,85.93,58.62,56.77,0.83,4.4,0,10.6,6.5,14.8
