Year,TotalWeightedObservations,GMSL_noGIA,StdDevGMSL_noGIA,SmoothedGSML_noGIA,GMSL_GIA,StdDevGMSL_GIA,SmoothedGSML_GIA,SmoothedGSML_GIA_sigremoved,humidity,wind_speed,precipitation,temp_mean,temp_min,temp_max
2020,330331.19,53.62,87.64,53.18,60.38,87.96,59.92,57.02,0.77,3.2,0.14,11.8,9.3,14.3
2020,330834.69,55.82,89.72,54.4,62.56,90.01,61.14,57.32,0.8,5.2,0.18,15.2,11,19.4
2020,329080.5,56.61,88.71,55.37,63.34,89.04,62.12,57.58,0.84,5.4,0.22,16,12.8,19.1
2020,331822.19,55.56,88.59,56.01,62.35,88.87,62.76,57.73,0.9,4.2,0.58,10.2,7.4,13
2020,333530.41,57.64,90.12,56.31,64.39,90.41,63.07,57.81,0.9,3.9,0.54,9.4,4.9,14
2020,332067.91,57.24,90.45,56.3,63.99,90.83,63.06,57.84,0.89,2.2,0.02,7.2,1.3,13
2020,287723.59,54.87,91.74,56.01,61.59,92.19,62.78,57.84,0.78,3.9,0.04,11.6,5.8,17.4
2020,312027.69,57.25,91.74,55.43,64.1,92.21,62.21,57.77,0.9,3.6,1.44,15.2,13.4,17
2020,334997.81,56.2,89.99,54.59,62.98,90.31,61.38,57.6,0.9,8.2,2.38,13.5,11.5,15.5
2020,336505.59,52.07,89.07,53.62,58.88,89.37,60.41,57.39,0.77,5.6,0,12.1,9.8,14.4
2020,336193.19,52.56,87.42,52.75,59.34,87.61,59.54,57.33,0.94,5,1.5,10.9,7.8,14
2020,336205.41,50.1,86.05,52.19,56.88,86.16,58.98,57.56,0.89,7.5,2.08,14.3,12.1,16.5
2020,337890.5,51.24,85.36,51.98,58.03,85.62,58.77,58.09,0.78,5.2,0.1,14.2,11,17.4
2021,336150.81,52.6,85.85,51.99,59.39,86.23,58.78,58.74,0.78,7.4,0.08,14.1,11.9,16.3
2021,337427.5,52.7,84.7,51.93,59.5,84.8,58.72,59.2,0.78,2.9,0.02,9.6,3.9,15.2
2021,337495.69,52.74,85.68,51.56,59.54,85.61,58.36,59.26,0.8,2.8,0,10.5,3.7,17.2
2021,337833.69,53,87.31,50.81,59.8,87.12,57.63,58.83,0.83,2.6,0,12.6,7.4,17.9
2021,334157.59,49.05,87.97,49.86,55.87,87.73,56.68,58.12,0.9,2,0,13.8,11.1,16.6
2021,335568.41,47.1,87,49.04,53.93,86.76,55.88,57.5,0.92,4.1,0.62,13.3,10.4,16.2
2021,337555.41,46.36,87.64,48.68,53.22,87.36,55.53,57.33,0.96,6.1,1.7,15.2,13.9,16.4
2021,335807,48.29,86.99,48.84,55.17,86.51,55.71,57.7,0.84,6.5,0,13.4,11.6,15.1
2021,336371.5,49,86.66,49.35,55.87,86.15,56.22,58.44,0.87,3.2,0.16,10.8,8,13.6
2021,337258.09,51.96,87.31,49.87,58.86,86.8,56.75,59.26,0.92,1.1,0.04,8.2,3.6,12.9
2021,334790.69,50.79,87,50.16,57.68,86.59,57.04,59.87,0.94,4.8,1.64,7.8,5.6,10.1
2021,322835.09,50.89,85.92,50.17,57.76,85.66,57.06,60.24,0.88,4.1,0.42,8.4,5.8,10.9
2021,333250.59,49.15,84.45,49.95,56.05,84.22,56.86,60.38,0.96,4.8,1.22,8.5,3.7,13.3
2021,334929.31,49.26,85.01,49.78,56.17,84.76,56.69,60.49,0.91,4.6,0.26,12.3,9.9,14.7
2021,338042.09,50.49,85.94,49.66,57.42,85.65,56.57,60.56,0.96,5.2,0.82,14,12.6,15.5
2021,337369.81,49.65,84.02,49.58,56.57,83.78,56.5,60.53,0.86,4.6,0.02,12.6,10,15.1
2021,335464.09,47.46,82.66,49.54,54.41,82.45,56.46,60.36,0.9,5.2,0.82,10.6,7.6,13.5
2021,335065.19,50.07,82.04,49.51,57.01,82.1,56.43,59.98,0.78,7.4,0,12.8,10.3,15.3
